date,lolpatch,team,matchtype,gamenumber,side,victorydefeat,time,ban1,ban2,ban3,ban4,ban5,towersdestroyed,inhibitorsdestroyed,baronsslain,dragonsslain,riftheraldsslain,dragons,role,summoner,champion,kill,death,assist,largestkillingspree,largestmultikill,firstblood,totaldamagedealttochampions,physicaldamagedealttochampions,magicdamagedealttochampions,truedamagedealttochampions,totaldamagedealt,physicaldamagedealt,magicdamagedealt,truedamagedealt,largestcriticalstrike,totaldamagetoobjectives,totaldamagetoturrets,damagehealed,damagetaken,physicaldamagetaken,magicdamagetaken,truedamagetaken,wardsplaced,wardsdestroyed,stealthwardspurchased,controlwardspurchased,goldearned,goldspent,minionskilled,neutralminionskilled,neutralminionskilledinteamsjungle,neutralminionskilledinenemyjungle,kdaratio,killparticipation,damageperdeath,damageshare,damagepergold,goldadvantage,csadvantage,csperminute
2019-12-06,9.23,Lindenwood University,scrim,1,blue,victory,28:20:00,Mordekaiser,Orianna,Braum,Caitlyn,LeBlanc,9,1,2,4,0,Infernal Ocean Cloud Cloud,sup,Kendallizer,Thresh,6,4,17,3,1,0,9.6,1.8,6.9,1,22.7,6.3,12.6,3.8,0,4.2,2.6,3.3,14.2,9.2,4.9,0.1,23,15,0,10,9.3,8.7,35,0,0,0,5.75,0.58974359,2.4,0.132049519,1.032258065,3.2,9,1.235294118
2019-12-06,9.23,Kirkwood University,scrim,1,red,defeat,28:20:00,Kled,Warwick,Nunu & Willump,Ryze,Xayah,0,0,0,0,0,,top,ItsNotMason,Shen,0,5,2,0,0,0,10.9,5.6,5.3,0,82.5,38.3,40.6,3.6,0,1,1,0.7,19.6,10,8.6,1,8,3,0,1,7.4,6.9,158,0,0,0,0.4,0.285714286,2.18,0.194991055,1.472972973,-3.8,-25,5.576470588
2019-12-06,9.23,Kirkwood University,scrim,1,red,defeat,28:20:00,Kled,Warwick,Nunu & Willump,Ryze,Xayah,0,0,0,0,0,,jng,Tastyclay,Graves,0,10,0,0,0,0,8.9,8.2,0.5,0.2,117.6,108.6,6.7,2.3,0,1.7,0,5.7,22.6,13.5,8.8,0.3,11,3,0,2,7,6.9,35,105,96,4,0,0,0.89,0.15921288,1.271428571,-6.4,-64,4.941176471
2019-12-06,9.23,Kirkwood University,scrim,1,red,defeat,28:20:00,Kled,Warwick,Nunu & Willump,Ryze,Xayah,0,0,0,0,0,,mid,Senbo,Syndra,5,6,0,4,2,0,19.3,1.5,17.4,0.5,120.4,11.5,103.9,5.1,0,0,0,0,14.3,8.8,5.2,0.3,11,2,0,3,10.3,9.5,195,0,0,0,0.833333333,0.714285714,3.216666667,0.345259392,1.873786408,-3.2,-24,6.882352941
2019-12-06,9.23,Kirkwood University,scrim,1,red,defeat,28:20:00,Kled,Warwick,Nunu & Willump,Ryze,Xayah,0,0,0,0,0,,adc,Bruce Juice,Lucian,2,10,3,2,1,0,9.8,8.3,1.5,0,90.3,83.2,7.1,0,0,0,0,3.3,20.6,12.2,7.4,0.9,12,1,0,3,8.1,7.5,140,2,2,0,0.5,0.714285714,0.98,0.175313059,1.209876543,-3.5,-18,5.011764706
2019-12-06,9.23,Kirkwood University,scrim,1,red,defeat,28:20:00,Kled,Warwick,Nunu & Willump,Ryze,Xayah,0,0,0,0,0,,sup,Diemson,Senna,0,8,5,0,0,0,7,7,0,0,14,14,0,0,182,0,0,4.5,14,8.1,5.7,0.1,18,9,0,5,6.1,5.6,26,0,0,0,0.625,0.714285714,0.875,0.125223614,1.147540984,-3.2,-9,0.917647059
2019-12-06,9.23,Kirkwood University,scrim,2,blue,victory,25:28:00,Thresh,Zac,Warwick,Ryze,Nautilus,11,3,1,4,0,Cloud Infernal Ocean Ocean,top,ItsNotMason,Fiora,10,5,4,8,3,0,18.7,13.4,1,4.4,119.7,106.4,1.3,12,489,13.5,7.8,9.2,22.4,18,3.3,1.1,8,1,0,1,12,11.8,129,18,4,9,2.8,0.451612903,3.74,0.249001332,1.558333333,0.5,-27,5.772251309
2019-12-06,9.23,Kirkwood University,scrim,2,blue,victory,25:28:00,Thresh,Zac,Warwick,Ryze,Nautilus,11,3,1,4,0,Cloud Infernal Ocean Ocean,jng,Tastyclay,Jarvan IV,8,5,12,2,2,0,12.5,10,1.8,0.6,108.5,73.4,28.5,6.7,0,18.1,1.8,12.6,29.5,22.4,6.3,0.8,10,4,0,2,10.7,9.9,22,104,67,8,4,0.64516129,2.5,0.16644474,1.168224299,2.5,-3,4.947643979
2019-12-06,9.23,Kirkwood University,scrim,2,blue,victory,25:28:00,Thresh,Zac,Warwick,Ryze,Nautilus,11,3,1,4,0,Cloud Infernal Ocean Ocean,mid,Senbo,Ziggs,6,1,13,4,2,0,29.6,1.4,28.1,0,153.4,12.1,116.1,25.1,0,38.9,32.5,3.1,13.8,8.8,4.2,0.9,12,0,0,4,12.1,8.9,160,4,0,4,19,0.612903226,29.6,0.394141145,2.446280992,2.7,24,6.439790576
2019-12-06,9.23,Kirkwood University,scrim,2,blue,victory,25:28:00,Thresh,Zac,Warwick,Ryze,Nautilus,11,3,1,4,0,Cloud Infernal Ocean Ocean,adc,Bruce Juice,Xayah,3,6,7,3,1,0,8.9,8.2,0.7,0.1,85.3,77.8,4.8,2.7,400,12,4.1,2.1,11.8,8.8,1.9,1.1,10,4,0,3,9,8.4,131,4,0,0,1.666666667,0.322580645,1.483333333,0.118508655,0.988888889,0.5,-31,5.30104712
2019-12-06,9.23,Kirkwood University,scrim,2,blue,victory,25:28:00,Thresh,Zac,Warwick,Ryze,Nautilus,11,3,1,4,0,Cloud Infernal Ocean Ocean,sup,Diemson,Alistar,4,2,8,3,1,0,5.4,0.8,3.9,0.7,15.5,5.8,5.8,4,0,2.8,1.8,9.7,14.5,9.8,3.5,1.2,17,4,0,4,7.3,6.4,25,0,0,0,6,0.387096774,2.7,0.071904128,0.739726027,-0.3,-5,0.981675393
2019-12-06,9.23,Lindenwood University,scrim,2,red,defeat,25:28:00,Mordekaiser,Orianna,Braum,LeBlanc,Morgana,2,0,0,0,2,,top,LoL Coach Sam,Kled,8,4,4,3,1,0,17.5,17,0,0.5,123.8,122.2,0,1.6,0,5.5,3.6,3.1,33.3,19.8,10,3.5,7,2,0,4,11.5,11.4,162,12,4,8,3,0.631578947,4.375,0.257352941,1.52173913,-0.5,27,6.832460733
2019-12-06,9.23,Lindenwood University,scrim,2,red,defeat,25:28:00,Mordekaiser,Orianna,Braum,LeBlanc,Morgana,2,0,0,0,2,,jng,MoonJuices,Jax,2,11,6,2,1,0,12.6,8.6,3.1,0.9,125.2,91.9,26,7.4,0,19,0.2,6.6,27,19.4,6.6,1,6,3,0,0,8.2,8,21,108,88,4,0.727272727,0.421052632,1.145454545,0.185294118,1.536585366,-2.5,3,5.065445026
2019-12-06,9.23,Lindenwood University,scrim,2,red,defeat,25:28:00,Mordekaiser,Orianna,Braum,LeBlanc,Morgana,2,0,0,0,2,,mid,VinaZz VI,Zoe,4,5,5,2,1,0,15.6,1.2,12.6,1.8,81.9,9.6,68.2,4.2,0,1.8,0,2.9,15.6,6.7,8.1,0.7,9,3,0,2,9.4,8.4,140,0,0,0,1.8,0.473684211,3.12,0.229411765,1.659574468,-2.7,-24,5.497382199
2019-12-06,9.23,Lindenwood University,scrim,2,red,defeat,25:28:00,Mordekaiser,Orianna,Braum,LeBlanc,Morgana,2,0,0,0,2,,adc,h0gaboga,Sivir,2,3,7,2,1,1,13.3,13.2,0,0.1,104.2,101.5,0,2.7,571,2.1,0.1,1.9,12.5,8.1,4,0.3,6,1,0,0,8.5,8.2,162,4,0,0,3,0.473684211,4.433333333,0.195588235,1.564705882,-0.5,31,6.518324607
2019-12-06,9.23,Lindenwood University,scrim,2,red,defeat,25:28:00,Mordekaiser,Orianna,Braum,LeBlanc,Morgana,2,0,0,0,2,,sup,Kendallizer,Pyke,3,8,6,2,1,0,9,7,0.3,1.7,22.9,14.2,0.3,8.3,0,0.7,0,3.5,18.8,9.2,9.2,0.3,20,7,0,7,7.6,7.2,30,0,0,0,1.125,0.473684211,1.125,0.132352941,1.184210526,0.3,5,1.178010471
2019-12-06,9.23,Juniata College,scrim,3,blue,defeat,35:05:00,Ahri,Caitlyn,Morgana,Yuumi,Zilean,3,0,0,2,0,Cloud Mountain,top,mrmoptop2,Vladimir,0,8,1,0,0,0,28.3,4.5,23.7,0,165.1,20.8,138.5,5.8,0,2.1,2.1,32.2,39.7,25.5,12.8,1.3,11,3,0,3,10.4,9.6,202,4,0,0,0.125,0.1,3.5375,0.323428571,2.721153846,-2,30,5.871733967
2019-12-06,9.23,Juniata College,scrim,3,blue,defeat,35:05:00,Ahri,Caitlyn,Morgana,Yuumi,Zilean,3,0,0,2,0,Cloud Mountain,jng,tiki787,Sejuani,1,6,4,1,1,0,9.5,5,3.4,1.1,149.1,75.9,61.5,11.7,0,12.2,0,8.5,35.6,23.8,8.8,3.1,5,9,0,6,9.2,8.8,16,136,104,0,0.833333333,0.5,1.583333333,0.108571429,1.032608696,-5.4,-62,4.332541568
2019-12-06,9.23,Juniata College,scrim,3,blue,defeat,35:05:00,Ahri,Caitlyn,Morgana,Yuumi,Zilean,3,0,0,2,0,Cloud Mountain,mid,GallifreyGabe,Orianna,1,6,4,1,1,0,16.3,0.6,15.7,0,140.2,18.4,117.2,4.6,0,3.9,0.7,1.7,16.3,6.9,8.1,1.3,14,2,0,4,9.7,9.4,209,8,0,0,0.833333333,0.5,2.716666667,0.186285714,1.680412371,-3.2,0,6.185273159
2019-12-06,9.23,Juniata College,scrim,3,blue,defeat,35:05:00,Ahri,Caitlyn,Morgana,Yuumi,Zilean,3,0,0,2,0,Cloud Mountain,adc,JabbermanKurtz,Tristana,8,3,1,7,3,0,28.6,23,4.5,1,224.6,178.5,44,2.2,636,9.2,2.5,2,17.4,7.4,9,1,13,4,0,3,15.8,14.6,266,48,36,8,3,0.9,9.533333333,0.326857143,1.810126582,2.3,120,8.950118765
2019-12-06,9.23,Juniata College,scrim,3,blue,defeat,35:05:00,Ahri,Caitlyn,Morgana,Yuumi,Zilean,3,0,0,2,0,Cloud Mountain,sup,Some Wobbles,Alistar,0,7,7,0,0,0,4.8,0.6,3.9,0.4,18.1,5.1,7.8,5.2,0,0.9,0.9,6.3,21.6,9.2,7.5,5,27,6,0,4,7.1,7,28,0,0,0,1,0.7,0.685714286,0.054857143,0.676056338,-1.4,6,0.798099762
2019-12-06,9.23,Lindenwood University,scrim,3,red,victory,35:05:00,Shen,Brand,Cassiopeia,Senna,Syndra,8,1,1,3,0,Infernal Mountain Mountain,top,snickerpig,Maokai,5,0,12,5,1,0,24.7,8.2,15.9,0.7,124.7,40.2,77.6,6.8,0,9.2,5.8,26.6,47.4,24.7,21.5,1.2,10,7,0,2,12.4,10.2,172,4,0,0,17,0.566666667,24.7,0.241919687,1.991935484,2,-30,5.016627078
2019-12-06,9.23,Lindenwood University,scrim,3,red,victory,35:05:00,Shen,Brand,Cassiopeia,Senna,Syndra,8,1,1,3,0,Infernal Mountain Mountain,jng,viorrnera,Kayn,10,4,10,5,2,1,23.6,21.7,0.1,1.8,225.5,209.5,7.7,8.3,0,16.1,2,20.5,43.8,29.2,14.2,0.4,12,0,0,0,14.6,13.7,27,187,140,13,5,0.666666667,5.9,0.231145935,1.616438356,5.4,62,6.09976247
2019-12-06,9.23,Lindenwood University,scrim,3,red,victory,35:05:00,Shen,Brand,Cassiopeia,Senna,Syndra,8,1,1,3,0,Infernal Mountain Mountain,mid,Renz0,Lissandra,4,1,15,3,1,0,20.2,0.7,19,0.5,172.1,13.1,149.9,9,0,7.8,2.8,2.3,13.9,7.1,6.5,0.3,15,3,0,7,12.9,11.7,217,0,0,0,19,0.633333333,20.2,0.19784525,1.565891473,3.2,0,6.185273159
2019-12-06,9.23,Lindenwood University,scrim,3,red,victory,35:05:00,Shen,Brand,Cassiopeia,Senna,Syndra,8,1,1,3,0,Infernal Mountain Mountain,adc,Puzyri,Vayne,10,2,7,8,2,0,23.9,14.3,1,8.6,143.8,109.4,4.6,29.8,432,23.6,7.2,2.5,17.6,9.4,8,0.2,14,3,0,6,13.5,11.6,186,8,0,0,8.5,0.566666667,11.95,0.234084231,1.77037037,-2.3,-120,5.529691211
2019-12-06,9.23,Lindenwood University,scrim,3,red,victory,35:05:00,Shen,Brand,Cassiopeia,Senna,Syndra,8,1,1,3,0,Infernal Mountain Mountain,sup,JDFromHeathers,Soraka,1,3,19,1,1,0,9.7,0.7,9,0,30.7,1.9,28.7,0,0,1.9,1.1,27.6,10.3,4.8,5.1,0.4,24,6,0,2,8.5,6.8,22,0,0,0,6.666666667,0.666666667,3.233333333,0.095004897,1.141176471,1.4,-6,0.627078385
2019-12-06,9.23,Lindenwood University,scrim,4,blue,defeat,33:43:00,Ornn,Brand,Cassiopeia,Syndra,Rek'Sai,1,0,0,1,0,Infernal,top,snickerpig,Shen,2,10,8,2,1,0,12.7,5.8,6.8,0.1,98.4,52,38.9,7.5,0,2.6,2.5,2.5,33.5,18.2,14.5,0.9,10,4,0,2,10,10,157,0,0,0,1,0.714285714,1.27,0.194486983,1.27,-2.7,-39,4.656450816
2019-12-06,9.23,Lindenwood University,scrim,4,blue,defeat,33:43:00,Ornn,Brand,Cassiopeia,Syndra,Rek'Sai,1,0,0,1,0,Infernal,jng,viorrnera,Kayn,2,4,5,2,1,0,13,11.6,0.3,1.1,174.9,153.5,10,11.4,0,11.6,0,19.2,40.1,28.1,10.8,1.2,11,3,0,0,9.5,9.1,19,151,127,0,1.75,0.5,3.25,0.199081164,1.368421053,-2.2,-6,5.042016807
2019-12-06,9.23,Lindenwood University,scrim,4,blue,defeat,33:43:00,Ornn,Brand,Cassiopeia,Syndra,Rek'Sai,1,0,0,1,0,Infernal,mid,Renz0,Lissandra,5,6,5,4,3,0,11.1,0.3,10.9,0,106.6,10.8,92.6,3.2,0,3,0,2.3,21.4,7.2,13.8,0.4,15,0,0,6,11.5,10.8,175,0,0,0,1.666666667,0.714285714,1.85,0.169984686,0.965217391,-3.5,-59,5.190311419
2019-12-06,9.23,Lindenwood University,scrim,4,blue,defeat,33:43:00,Ornn,Brand,Cassiopeia,Syndra,Rek'Sai,1,0,0,1,0,Infernal,adc,Puzyri,Vayne,3,4,1,2,2,0,10.6,6.8,0.1,3.6,73.7,51.1,0.8,21.8,0,2.2,0,1.8,14.3,7,6.4,0.9,11,2,0,4,9,8.6,121,0,0,0,1,0.285714286,2.65,0.162327718,1.177777778,-4.6,-127,3.588729609
2019-12-06,9.23,Lindenwood University,scrim,4,blue,defeat,33:43:00,Ornn,Brand,Cassiopeia,Syndra,Rek'Sai,1,0,0,1,0,Infernal,sup,JDFromHeathers,Zilean,2,6,10,2,1,0,17.9,0.6,17.3,0.1,63.8,1.1,62.5,0.1,0,1.8,0,9,17.9,7.2,10.6,0.1,20,7,0,2,7.9,7.6,44,0,0,0,2,0.857142857,2.983333333,0.274119449,2.265822785,-0.7,15,1.304992585
2019-12-06,9.23,Juniata College,scrim,4,red,victory,33:43:00,Ahri,Caitlyn,Morgana,Yuumi,Soraka,10,2,1,4,1,Cloud Mountain Infernal Infernal,top,mrmoptop2,Poppy,5,3,7,2,1,1,20.8,14,6.5,0.3,157.5,103.3,42.2,12,0,3.7,3.6,2.7,26.8,15,9.5,2.3,13,3,0,3,12.7,11.8,194,2,0,2,4,0.4,6.933333333,0.213114754,1.637795276,2.7,39,5.813148789
2019-12-06,9.23,Juniata College,scrim,4,red,victory,33:43:00,Ahri,Caitlyn,Morgana,Yuumi,Soraka,10,2,1,4,1,Cloud Mountain Infernal Infernal,jng,tiki787,Olaf,5,4,6,2,2,0,12.7,10.1,0,2.7,203.8,164.9,9.2,29.8,0,41.1,2.8,16.7,39.6,30.3,8.2,1.1,6,2,0,5,11.7,10.8,18,158,117,5,2.75,0.366666667,3.175,0.130122951,1.085470085,2.2,6,5.219970341
2019-12-06,9.23,Juniata College,scrim,4,red,victory,33:43:00,Ahri,Caitlyn,Morgana,Yuumi,Soraka,10,2,1,4,1,Cloud Mountain Infernal Infernal,mid,GallifreyGabe,Veigar,14,1,7,11,3,0,28.9,0.4,28.6,0,169,16.9,138.1,14,0,12.3,6.2,3.8,13.2,5.5,7.4,0.3,12,4,0,1,15,13.6,202,32,8,8,21,0.7,28.9,0.296106557,1.926666667,3.5,59,6.94018784
2019-12-06,9.23,Juniata College,scrim,4,red,victory,33:43:00,Ahri,Caitlyn,Morgana,Yuumi,Soraka,10,2,1,4,1,Cloud Mountain Infernal Infernal,adc,JabbermanKurtz,Kai'Sa,4,3,11,3,1,0,29.1,17.4,11.6,0.1,174,133.8,38.8,1.4,0,31.3,3,5.2,18.5,9.4,8.7,0.4,11,4,0,4,13.6,12.2,220,28,8,8,5,0.5,9.7,0.298155738,2.139705882,4.6,127,7.355412753
2019-12-06,9.23,Juniata College,scrim,4,red,victory,33:43:00,Ahri,Caitlyn,Morgana,Yuumi,Soraka,10,2,1,4,1,Cloud Mountain Infernal Infernal,sup,Some Wobbles,Alistar,2,3,12,2,1,0,6.1,0.3,5.5,0.4,23.6,6,12.3,5.3,0,2.3,2,9.3,15.4,7.7,7,0.7,22,5,0,4,8.6,7.2,29,0,0,0,4.666666667,0.466666667,2.033333333,0.0625,0.709302326,0.7,-15,0.860108749
2019-12-06,9.23,Juniata College,scrim,5,blue,victory,29:00:00,Ahri,Caitlyn,Kayn,Maokai,Darius,10,2,1,3,2,Mountain Cloud Cloud,top,mrmoptop3,Shen,7,2,9,4,1,0,20.4,10.8,9.5,0,117.6,58.4,50.8,8.4,0,3.4,2.8,3.1,16.7,14.2,2.4,0.1,8,0,0,2,11.6,10.7,161,0,0,0,8,0.551724138,10.2,0.279452055,1.75862069,0.9,-30,5.551724138
2019-12-06,9.23,Juniata College,scrim,5,blue,victory,29:00:00,Ahri,Caitlyn,Kayn,Maokai,Darius,10,2,1,3,2,Mountain Cloud Cloud,jng,tiki788,Olaf,8,1,7,7,3,0,9.7,7.7,0,2,191.8,160.8,5.7,25.3,0,48,3.6,11.6,28.2,23.6,4.7,0,7,5,0,8,12.9,14.2,45,142,85,11,15,0.517241379,9.7,0.132876712,0.751937984,4.1,41,6.448275862
2019-12-06,9.23,Juniata College,scrim,5,blue,victory,29:00:00,Ahri,Caitlyn,Kayn,Maokai,Darius,10,2,1,3,2,Mountain Cloud Cloud,mid,GallifreyGabe,Syndra,1,4,10,1,1,0,13.8,0.7,12.7,0.4,102.7,12,85,5.7,0,4.7,2.6,1.7,8.6,2.8,5.6,0.2,12,1,0,4,9.9,8.6,173,4,4,0,2.75,0.379310345,3.45,0.189041096,1.393939394,1,21,6.103448276
2019-12-06,9.23,Juniata College,scrim,5,blue,victory,29:00:00,Ahri,Caitlyn,Kayn,Maokai,Darius,10,2,1,3,2,Mountain Cloud Cloud,adc,JabbermanKurtz,Draven,12,3,5,10,5,0,20.8,19.5,0.7,0.6,155.8,149.7,4,2.1,1350,26.3,9.7,1.3,9.7,4.5,4.8,0.3,11,5,0,5,15.4,12.8,179,32,8,12,5.666666667,0.586206897,6.933333333,0.284931507,1.350649351,6.5,60,7.275862069
2019-12-06,9.23,Juniata College,scrim,5,blue,victory,29:00:00,Ahri,Caitlyn,Kayn,Maokai,Darius,10,2,1,3,2,Mountain Cloud Cloud,sup,Some Wobbles,Blitzcrank,1,3,17,1,1,0,8.3,3,5,0.3,25.6,10.3,10,5.3,0,3,2.8,0.9,10.4,3.8,6.2,0.4,20,8,0,4,8,6.6,31,0,0,0,6,0.620689655,2.766666667,0.11369863,1.0375,1.8,3,1.068965517
2019-12-06,9.23,Lindenwood University,scrim,5,red,defeat,29:00:00,Poppy,Alistar,Ornn,Cassiopeia,Veigar,3,0,0,1,0,Infernal,top,snickerpig,Trundle,3,9,0,3,1,0,13.4,12.1,1.3,0,137.3,125.7,1.3,10.3,0,12.7,12.6,8,33.1,23.2,9.2,0.7,6,3,0,1,10.7,10.5,191,0,0,0,0.333333333,0.230769231,1.488888889,0.315294118,1.252336449,-0.9,30,6.586206897
2019-12-06,9.23,Lindenwood University,scrim,5,red,defeat,29:00:00,Poppy,Alistar,Ornn,Cassiopeia,Veigar,3,0,0,1,0,Infernal,jng,viorrnera,Jarvan IV,2,4,6,2,1,0,4.7,4,0.2,0.5,127.1,111.5,8.6,7,0,7.3,0.4,7.9,22.7,16.9,5.5,0.3,9,4,0,0,8.8,7.7,18,128,102,4,2,0.615384615,1.175,0.110588235,0.534090909,-4.1,-41,5.034482759
2019-12-06,9.23,Lindenwood University,scrim,5,red,defeat,29:00:00,Poppy,Alistar,Ornn,Cassiopeia,Veigar,3,0,0,1,0,Infernal,mid,Renz0,Rumble,4,4,5,2,1,1,16.2,0.4,15.3,0.5,91.7,7.4,83.8,0.5,0,1.9,0,0.9,14.6,8.8,5.1,0.7,8,4,0,1,8.9,8,156,0,0,0,2.25,0.692307692,4.05,0.381176471,1.820224719,-1,-21,5.379310345
2019-12-06,9.23,Lindenwood University,scrim,5,red,defeat,29:00:00,Poppy,Alistar,Ornn,Cassiopeia,Veigar,3,0,0,1,0,Infernal,adc,Puzyri,Varus,3,4,1,2,1,0,3.4,2.1,1.2,0,77.9,56.7,15.6,5.6,0,4.1,2.5,1,8.8,6.7,1.2,0.9,6,0,0,3,8.9,8.5,151,0,0,0,1,0.307692308,0.85,0.08,0.382022472,-6.5,-60,5.206896552
2019-12-06,9.23,Lindenwood University,scrim,5,red,defeat,29:00:00,Poppy,Alistar,Ornn,Cassiopeia,Veigar,3,0,0,1,0,Infernal,sup,JDFromHeathers,Tahm Kench,1,8,4,1,1,0,4.8,1.3,3.5,0,23.1,6.3,11.4,5.3,0,1.4,0.7,3,23,13.7,8.6,0.7,19,1,0,0,6.2,5.3,28,0,0,0,0.625,0.384615385,0.6,0.112941176,0.774193548,-1.8,-3,0.965517241
